Song_Id,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
4856,HAPPY,NF,1,2023,3,25,660,0,52722996.0,22,7,11,0,78.0,106,G,Major,73.0,22.0,86.0,31.0,0.0,12.0,10.101545253863135
2826,La Bebe,Yng Lvcas,1,2021,12,24,489,17,191945597.0,4,11,5,1,2.0,170,D,Minor,78.0,75.0,46.0,62.0,0.0,12.0,35.0
2879,Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613.0,166,42,199,16,58.0,115,A#,Major,71.0,90.0,73.0,30.0,0.0,11.0,5.0
2976,Leï¿½,Marï¿½ï¿½lia Mendo,1,2022,12,9,993,4,267789608.0,30,84,88,1,28.0,130,F#,Major,73.0,74.5,84.5,23.5,0.0,17.0,10.0
3819,Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483.0,240,98,468,3,10.0,118,Unknown,Major,65.0,63.0,79.0,3.0,0.0,10.0,3.0
4453,Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773.0,67,84,46,16,117.0,110,G,Major,59.0,22.0,38.0,26.994487320837926,0.0,12.0,3.0
3313,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601.0,5,48,2,1,9.0,142,G,Minor,70.0,76.0,79.0,26.0,0.0,11.0,7.0
2150,Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,433356509.0,19,29,21,0,0.0,140,Unknown,Major,64.0,18.0,37.0,72.0,0.0,12.0,7.0
4828,You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306.0,37,88,9,0,14.0,120,A,Major,73.0,64.0,85.0,25.0,0.0,61.0,3.0
2178,LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549.0,28,57,43,8,85.0,92,F,Minor,76.0,46.0,79.0,31.0,0.0,7.0,6.0
2360,Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700.0,23,2,21,0,0.0,110,G#,Minor,81.0,64.0,79.0,5.0,0.0,31.0,3.0
2696,Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705.0,20,68,50,0,22.0,120,A#,Major,69.5,43.0,85.0,0.5,0.0,10.0,9.0
2187,Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10624,17,1357608774.0,21,0,386,0,0.0,80,G#,Major,67.5,36.5,56.0,28.5,0.0,32.5,4.5
3460,CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144.0,52,66,55,1,16.0,115,F,Minor,82.5,50.0,63.0,28.0,10.0,10.0,19.0
3097,I Love You So,The Walters,1,2014,11,28,7536,7,972164968.0,44,19,135,0,6.0,76,A#,Major,58.0,46.0,67.0,65.0,1.6225165562913908,13.0,4.0
4835,Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338.0,231,37,1509,0,13.0,99,A#,Major,45.5,69.5,45.0,71.0,0.0,9.5,5.0
4413,The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785.0,122,94,1992,0,18.0,136,Unknown,Minor,51.473509933774835,57.219646799117,64.0,6.0,0.0,12.0,5.5
3486,Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767.0,27,27,29,1,1.0,150,G#,Minor,90.0,51.439293598233995,14.0,67.0,35.0,11.0,10.0
2000,Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992.0,0,0,0,0,0.0,92,A#,Minor,71.0,41.0,31.0,79.0,0.0,10.0,5.0
4403,Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566.0,20,8,30,2,0.0,95,C#,Major,77.0,72.0,87.0,26.994487320837926,1.6225165562913908,7.0,5.0
3201,LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764.0,72,64,64,6,3.0,102,B,Minor,81.5,51.5,72.5,48.5,0.0,10.0,7.550772626931567
2435,Low,SZA,1,2022,12,9,1911,0,272377463.0,23,71,14,0,9.0,145,Unknown,Minor,70.0,34.0,55.0,43.0,0.0,16.0,6.0
3817,Numb,Linkin Park,1,2003,3,24,20111,5,1361425037.0,39,0,7341,0,0.0,110,A,Major,50.0,24.0,86.0,0.0,0.0,64.0,4.0
2932,Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149778242.0,32,18,39,2,0.0,95,Unknown,Major,64.0,30.0,77.0,46.0,0.0,38.0,6.0
2309,on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790.0,22,82,8,0,9.0,94,B,Minor,68.0,81.0,64.24366041896361,53.0,0.0,9.0,13.0
2475,One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433.0,11,58,5,0,21.0,142,G,Major,61.0,92.0,91.0,0.0,0.0,26.0,3.0
2244,Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336.0,108,16,197,3,165.0,145,F#,Minor,59.0,20.0,74.0,1.0,0.0,15.0,5.0
3158,Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,356,4,88791109.0,4,20,0,0,0.0,121,F#,Minor,47.5,49.0,71.5,13.497243660418963,13.5,19.559050772626932,7.5
3245,Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604,6,125917280.0,22,101,0,0,66.0,140,D#,Minor,66.0,43.0,76.0,49.0,0.0,12.0,3.0
4974,Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254.0,29,3,18,0,19.0,137,C#,Minor,84.0,44.0,67.0,8.0,0.0,11.0,6.0
2695,Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148.0,11,54,0,0,103.0,104,G#,Major,56.0,72.0,85.0,0.0,0.0,15.0,3.0
3587,Heaven,Niall Horan,1,2023,2,17,1553,2,144584800.0,61,6,48,0,150.0,92,F,Major,57.0,68.0,76.0,7.0,0.0,33.0,3.0
4069,LET GO,Central Cee,1,2022,12,15,2301,20,298063749.0,49,23,110,0,8.0,146,D,Minor,74.0,51.0,45.0,86.0,0.0,21.0,38.0
4054,Sial,Mahalini,1,2023,1,23,134,4,166570053.0,4,6,0,0,23.0,120,D,Major,56.0,20.0,43.0,89.0,0.0,12.0,4.0
3236,I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468.0,15,17,0,0,0.0,144,D,Major,68.0,83.0,81.0,9.0,0.0,8.0,4.0
3367,"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056.0,11,101,0,0,48.0,94,A,Major,59.0,44.0,64.24366041896361,80.0,0.0,6.0,10.101545253863135
2321,SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294.0,32,3,9,0,0.0,94,G#,Major,73.0,65.0,79.0,5.0,2.0,11.0,6.0
2263,PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663.0,30,15,34,2,47.0,113,G,Minor,79.0,66.0,64.24366041896361,8.0,0.0,11.0,5.0
3897,Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931.0,14,35,1,0,0.0,148,E,Major,50.0,49.0,76.0,12.0,0.0,12.0,3.0
4341,Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389.0,45,11,20,0,21.0,98,C#,Major,70.0,29.0,73.0,12.0,0.0,11.0,26.0
3595,Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415.0,1,10,1,0,1.0,140,B,Major,58.0,26.0,38.0,91.0,0.0,10.0,4.0
2002,Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316.0,59,100,58,13,2.0,100,G,Major,36.0,28.0,28.0,81.0,0.0,18.0,3.0
4871,PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910.0,11,15,14,3,1.0,140,F#,Major,86.0,68.0,79.0,39.0,0.0,11.0,29.0
2212,Hype Boy,NewJeans,1,2022,8,1,892,17,363472647.0,20,119,12,2,7.0,100,E,Minor,59.0,78.0,94.0,27.0,0.0,29.0,23.0
4483,Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517.0,118,34,150,4,19.0,132,Unknown,Minor,87.0,82.0,70.0,42.0,1.6225165562913908,21.0,5.0
4558,ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272.0,6,15,0,0,0.0,142,D,Major,49.0,48.0,67.0,10.0,0.0,26.0,3.0
4644,WANDA,Quevedo,1,2023,1,20,888,22,175399345.0,11,24,7,1,7.0,176,E,Minor,66.53806580989225,50.794105486707615,64.1723797035161,27.10926930620295,1.74600845846174,18.149242035130666,10.027573328524905
2167,Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61.0,140,F#,Major,53.0,51.0,70.0,49.0,0.0,14.0,3.0
4850,In The End,Linkin Park,1,2000,10,24,25065,6,1624165576.0,63,0,6808,2,0.0,105,D#,Minor,66.94701986754967,40.0,90.0,1.0,0.0,32.0,6.0
3788,Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498.0,20,1,71,2,0.0,135,F,Major,77.5,81.0,72.0,60.5,0.0,35.5,3.5
3636,Lovezinho,Treyce,1,2022,7,28,242,0,70069745.0,12,2,13,0,4.0,128,E,Minor,66.94701986754967,61.0,59.0,30.0,0.0,12.0,4.0
3288,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408.0,94,21,80,15,38.0,101,F,Major,74.0,43.0,69.0,12.0,0.0,12.0,7.0
2900,Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962.0,20,64,35,6,0.0,122,A#,Major,88.0,51.439293598233995,64.24366041896361,7.0,0.0,14.0,5.0
4460,Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576.0,16,19,21,3,4.0,105,Unknown,Minor,76.0,49.0,56.0,80.0,1.6225165562913908,10.0,13.0
2018,Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665.0,6,1,21,0,1.0,83,C#,Major,53.0,40.0,36.0,73.0,0.0,11.0,33.0
4260,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149.0,122,88,580,21,10.0,77,B,Minor,72.0,59.0,76.0,24.0,0.0,42.0,10.101545253863135
4310,Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230.0,7,0,203,0,2.0,140,B,Minor,71.0,50.719646799117,46.0,46.5,0.8112582781456954,20.5,18.05077262693157
4543,Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310.0,26,69,73,2,6.0,158,C#,Major,65.0,72.0,95.0,31.0,0.0,18.118101545253865,5.0
2543,Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971.0,57,4,48,0,0.0,107,B,Minor,66.0,47.0,40.0,72.0,0.0,11.0,3.0
4478,After Hours,The Weeknd,1,2020,2,19,8084,6,698086140.0,45,115,218,1,221.0,109,F,Minor,66.0,16.0,57.0,10.0,1.0,12.0,3.0
4601,About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0.0,109,A#,Minor,84.0,72.0,74.0,10.0,0.0,34.0,7.0
4401,Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974.0,5,9,0,0,0.0,148,Unknown,Major,53.0,51.439293598233995,81.0,5.0,0.0,36.0,4.0
2531,ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450.0,24,94,9,0,23.0,158,F#,Minor,60.0,52.0,64.24366041896361,17.0,0.0,19.0,5.0
2813,Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971.0,53,7,56,3,1.0,94,F,Minor,82.0,70.0,72.6218302094818,10.5,12.0,21.5,6.0
2987,Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,11,80,1,0,8.0,96,F#,Minor,70.0,40.0,51.0,35.0,0.0,10.0,4.0
3849,Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2.0,100,F,Minor,80.0,29.0,67.0,29.0,0.0,12.0,3.0
3411,My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512.0,0,0,0,0,0.0,105,A,Major,58.5,51.0,81.0,12.5,0.0,12.0,4.0
2566,Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,2023,3,3,166,0,32526947.0,2,10,0,0,0.0,125,Unknown,Major,53.0,32.0,66.0,38.0,0.0,9.0,3.0
2717,LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687.0,105,41,114,1,59.0,170,F#,Minor,56.0,56.0,63.0,13.0,0.0,19.0,27.0
4509,TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790.0,88,24,101,7,451.0,122,G#,Major,64.0,25.0,89.0,0.0,0.0,15.0,9.0
4591,ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721.0,23,95,11,0,3.0,105,A#,Minor,88.0,82.0,80.0,8.0,0.0,11.0,10.101545253863135
2489,VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295.0,15,40,21,1,15.0,100,Unknown,Major,79.0,60.0,68.0,7.0,0.0,26.0,4.0
2255,Shirt,SZA,1,2022,10,28,3469,0,309653982.0,71,95,31,0,2.0,120,D#,Minor,70.0,71.66666666666667,73.66666666666667,5.0,1.0,11.0,7.333333333333333
2305,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960.0,129,31,212,1,41.0,177,A,Major,53.0,28.0,48.0,64.0,0.0,12.5,8.5
3744,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354.0,113,17,208,0,192.0,142,D,Minor,64.0,31.0,72.0,15.0,0.0,9.0,5.0
4369,"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035.0,47,60,87,12,124.0,144,E,Minor,57.0,47.0,84.0,1.0,1.0,52.0,4.0
2567,Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332.0,113,92,259,0,1.0,120,B,Minor,65.0,80.0,86.0,9.0,0.0,19.0,10.0
4203,"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672.0,9,1,12,4,3.0,135,D,Major,92.0,73.0,51.0,55.0,0.0,15.0,6.0
2188,Calm Down,Rï¿½ï,1,2022,2,9,4013,10,445763624.0,107,44,750,22,0.0,107,B,Major,81.0,82.0,78.0,38.0,0.0,12.0,4.0
4279,Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184.0,13,78,2,0,0.0,105,G,Major,82.0,62.0,74.0,10.0,0.0,18.118101545253865,7.0
4217,Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753.0,12,1,11,0,8.0,108,F#,Minor,44.0,38.0,77.0,9.0,0.0,9.0,20.0
3130,Space Song,Beach House,1,2015,1,1,17852,4,789753877.0,69,76,335,0,0.0,147,Unknown,Minor,51.0,62.0,79.0,22.0,13.0,14.0,3.0
4722,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833.0,11,78,35,0,21.0,115,Unknown,Major,62.0,24.0,65.5,40.0,0.0,28.5,3.5
4084,Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689.0,124,66,212,13,1.0,174,F,Major,70.0,57.0,64.24366041896361,23.0,0.0,8.0,32.0
4177,Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253.0,33,7,53,2,0.0,90,A#,Minor,68.0,83.0,71.0,3.0,1.6225165562913908,18.118101545253865,10.101545253863135
3646,TV,Billie Eilish,1,2022,7,21,3009,2,338564981.0,68,89,65,0,25.0,141,E,Minor,41.0,9.0,25.0,84.0,1.0,14.0,4.0
4140,I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,136,24,1959,0,30.0,82,F,Major,68.0,51.439293598233995,49.0,56.0,0.0,8.0,4.0
3686,Heather,Conan Gray,1,2020,3,20,6170,7,1301799902.0,82,1,231,0,2.0,92,F,Major,47.0,25.0,43.0,62.0,0.0,32.0,3.0
3487,"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018.0,21,79,2,0,0.0,116,G#,Minor,77.0,65.0,80.0,6.0,0.0,15.0,4.0
3952,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891.0,537,122,2726,6,0.0,124,A,Minor,79.0,51.439293598233995,86.0,4.0,0.0,8.0,11.0
4889,Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809.0,12,56,13,0,13.0,125,A#,Minor,71.0,83.0,89.0,1.0,0.0,17.0,9.0
3756,WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270.0,128,84,75,0,35.0,83,C#,Major,66.94701986754967,34.0,64.0,31.0,0.0,18.118101545253865,34.0
2659,Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973.0,532,77,1535,3,8.0,124,B,Minor,79.0,68.0,79.0,1.0,0.0,10.0,8.0
3098,After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885.0,1,9,3,0,0.0,140,G#,Major,58.0,4.0,60.0,7.0,41.0,8.0,3.0
4651,Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678.0,27,64,66,1,4.0,154,Unknown,Major,64.0,61.0,91.0,15.0,0.0,72.0,4.0
4531,INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763.0,300,47,690,0,0.0,150,D#,Minor,50.973509933774835,63.5,46.5,46.5,0.0,11.559050772626932,4.5
3588,MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015.0,78,21,240,1,52.0,186,E,Minor,41.0,9.0,61.0,2.0,0.0,12.0,5.0
4118,Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928.0,14,1,50,0,0.0,87,G,Major,87.0,52.0,52.0,31.0,0.0,28.0,24.0
3335,How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823.0,72,97,58,0,154.0,82,G#,Major,40.0,39.0,64.0,21.0,0.0,7.0,7.0
2839,Blind,SZA,1,2022,12,9,1484,0,163284000.0,22,51,12,0,0.0,114,A,Minor,76.47350993377484,51.5,45.0,48.0,0.0,17.0,9.0
3672,Die For You,Joji,1,2022,11,4,1703,0,246390068.0,38,45,36,16,0.0,148,G#,Major,47.0,15.0,52.0,38.0,13.0,29.0,5.0
4709,Doja,Central Cee,1,2022,7,20,4169,44,482257456.0,57,44,183,1,11.0,140,F#,Major,77.0,59.813097866078,61.333333333333336,41.0,0.0,18.666666666666668,24.666666666666668
4720,Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819.0,39,45,27,0,1.0,140,C#,Minor,81.0,6.0,84.0,26.994487320837926,23.0,6.0,6.0
4587,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622.0,12,22,12,0,2.0,88,G,Minor,49.0,24.0,66.0,19.0,0.0,18.118101545253865,29.0
2589,Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497.0,120,86,164,4,0.0,180,C#,Major,64.0,44.0,65.0,28.0,0.0,18.118101545253865,12.0
3354,Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2.0,133,D,Major,95.0,91.0,89.0,6.0,0.0,31.0,24.0
3192,Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327.0,117,1,676,3,0.0,108,A#,Minor,63.0,20.0,55.0,72.0,0.0,6.0,6.0
2047,Dream On,Aerosmith,1,1973,1,5,168,0,838586769.0,0,0,5,0,0.0,80,F,Minor,39.0,24.0,43.0,39.0,0.0,23.0,3.0
4145,Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237.0,14,1,17,0,2.0,75,B,Minor,80.0,46.0,62.0,3.0,6.0,11.0,46.0
3883,Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632.0,238,122,557,17,58.0,121,F#,Minor,67.0,26.0,64.0,52.0,0.0,17.0,10.0
3002,WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580.0,34,54,34,0,2.0,140,D,Minor,58.0,17.0,62.0,18.0,0.0,20.0,8.0
3364,Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,0.0,126,B,Minor,81.0,59.0,90.0,5.0,0.0,36.0,3.0
2441,KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833.0,38,101,26,0,0.0,102,C#,Major,58.0,29.0,94.0,0.0,0.0,9.0,11.0
4573,Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678.0,70,0,49,0,0.0,82,A,Major,70.0,31.0,34.0,60.0,1.0,11.0,4.0
2197,Good Days,SZA,1,2020,12,24,10426,2,826623384.0,133,109,182,1,10.0,121,C#,Minor,46.0,53.0,78.0,23.0,0.0,72.0,6.0
2012,Woman,Doja Cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,0.0,108,F,Minor,82.0,88.0,76.0,26.994487320837926,0.0,12.0,9.0
3123,Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132.0,2,4,6,0,0.0,85,F,Minor,65.0,51.439293598233995,47.0,31.0,0.0,12.0,10.0
3473,Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599.0,173,79,175,0,168.0,125,C#,Minor,84.0,70.0,69.0,1.0,0.0,5.0,5.0
3157,"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203.0,8,18,20,0,1.0,120,D,Major,69.0,40.0,39.0,41.0,0.0,13.0,6.0
3244,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607.0,26,98,4,0,0.0,94,Unknown,Major,58.0,44.0,57.0,57.0,0.0,10.0,3.0
2222,Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517.0,4,0,14,0,0.0,130,F#,Minor,65.0,49.0,80.0,22.0,4.0,7.0,5.0
2461,Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469.0,56,38,1891,1,0.0,110,E,Major,74.0,51.0,74.0,2.0,0.0,29.0,4.0
3671,All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435.0,387,132,2094,0,0.0,150,G,Major,34.0,33.0,63.0,16.0,0.0,7.0,4.0
4388,Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109.0,274,111,1302,0,0.0,107,B,Minor,76.5,83.5,67.5,27.497243660418963,0.0,56.0,5.5
4497,Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520.0,191,168,206,0,0.0,140,G#,Major,70.0,85.0,41.0,71.0,0.0,45.0,5.0
4785,Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563.0,165,99,104,0,0.0,119,D,Major,74.0,78.0,37.0,84.0,0.0,6.0,3.0
2332,Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063.0,231,106,439,0,0.0,133,G,Major,46.0,53.0,63.0,5.0,0.0,30.0,18.0
4917,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129.0,88,1,277,0,0.0,134,C#,Major,45.0,72.0,24.0,91.0,0.0,18.0,4.0
4152,Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717.0,144,99,251,0,0.0,160,G#,Major,51.0,69.0,81.0,0.0,0.0,21.0,5.0
4801,Feliz Navidad,Josï¿½ï¿½ Felic,1,1970,11,1,3788,0,520034544.0,21,3,10,0,0.0,148,D,Major,66.53806580989225,50.794105486707615,64.1723797035161,27.10926930620295,1.74600845846174,18.149242035130666,10.027573328524905
3755,Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0,476244795.0,5,0,291,0,0.0,151,G,Major,66.94701986754967,51.439293598233995,47.0,87.0,0.0,9.0,4.0
4780,Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063.0,195,111,310,0,0.0,162,F#,Minor,67.0,88.0,54.0,51.0,0.0,9.0,4.0
3132,Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135.0,114,74,262,0,0.0,92,D,Major,53.0,84.0,77.0,40.0,0.0,32.0,3.0
3635,Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329.0,5,31,1,0,0.0,152,C#,Major,65.0,35.0,65.0,44.0,18.0,18.118101545253865,7.0
4349,Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795.0,130,1,390,0,0.0,147,D,Major,33.0,39.0,61.0,32.0,0.0,77.0,3.0
4094,Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786.0,7,29,3,0,0.0,150,A#,Minor,73.0,71.0,69.0,53.0,0.0,32.0,9.0
2387,A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396.0,108,120,73,0,0.0,140,Unknown,Major,67.0,81.0,36.0,64.0,0.0,15.0,3.0
3346,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487.0,1,0,29,0,0.0,95,B,Major,75.0,74.0,58.0,36.0,1.6225165562913908,9.0,3.0
4729,Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415.0,209,30,449,0,0.0,115,Unknown,Major,60.0,23.0,57.0,0.0,2.0,27.0,3.0
2806,Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250.0,16,20,4,0,0.0,125,F#,Major,62.0,59.0,43.0,84.0,3.0,11.0,5.0
2582,Special,SZA,1,2022,12,9,906,0,88092256.0,6,21,3,0,0.0,76,Unknown,Major,66.5,53.5,43.5,49.0,0.0,21.5,5.0
2323,Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786.0,90,35,5,0,0.0,101,C#,Minor,66.0,68.0,67.0,38.0,0.0,22.0,4.0
2156,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298.0,126,108,406,0,0.0,143,D,Major,60.0,86.0,32.0,88.0,0.0,34.0,6.0
3734,SOS,SZA,1,2022,12,9,827,0,73981293.0,6,18,1,0,0.0,119,G,Minor,51.0,51.0,66.0,67.0,0.0,9.0,23.0
