Song_Id,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
2456,Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984.0,0,0,356,0,0.0,144,F,Major,54.5,54.5,42.5,45.0,0.0,19.5,4.5
4443,Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275.0,4,14,12,5,56.0,192,B,Major,50.0,85.0,52.0,11.0,0.0,28.0,6.0
2380,Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183.0,179,97,3394,11,153.0,122,C#,Minor,66.0,48.0,71.0,6.0,0.0,12.0,4.0
4305,Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,0.0,154,D,Major,61.0,41.0,74.0,21.0,0.0,40.0,10.101545253863135
3832,Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,0.0,117,A,Minor,73.0,31.0,69.0,6.0,0.0,11.0,4.0
4957,PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885.0,19,143,10,6,15.0,138,G,Minor,78.0,89.0,83.0,10.0,0.0,12.0,5.0
2999,Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613.0,98,95,453,0,454.0,96,Unknown,Major,86.0,74.0,80.0,33.0,0.0,8.0,6.0
4742,One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350.0,433,107,3631,0,26.0,104,C#,Major,77.0,36.0,63.0,1.0,0.0,36.0,5.0
4144,Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989.0,24,101,113,0,40.0,164,G#,Major,45.0,24.0,62.0,8.0,0.0,16.0,3.0
3668,Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784.0,197,115,112,0,200.0,118,Unknown,Major,68.0,61.0,82.0,2.0,0.0,50.0,3.0
2733,Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285.0,81,B,Minor,68.0,51.0,60.0,3.0,0.0,19.0,10.0
3398,Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737.0,211,74,929,0,129.0,117,C#,Major,82.0,73.0,45.0,54.0,0.0,7.0,10.101545253863135
4097,The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830.0,70,82,939,1,162.0,174,D,Major,52.5,26.5,32.0,95.5,12.5,39.0,10.101545253863135
2831,We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533.0,321,91,4607,1,58.0,128,C#,Major,69.0,48.5,70.6218302094818,2.5,0.0,7.5,17.5
4330,Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173.0,0,0,885,0,0.0,150,C#,Minor,65.0,51.0,55.0,73.0,0.0,14.0,3.0
4696,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466.0,17,60,28,1,44.0,90,A,Minor,60.0,13.0,53.0,4.0,0.0,21.0,4.0
3135,Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445.0,133,92,2733,1,26.0,85,F,Major,55.0,42.0,53.0,17.0,0.0,22.0,3.0
3757,Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617.0,65,82,3425,4,13.0,180,D#,Major,33.0,38.0,71.0,20.0,0.0,28.0,5.0
2725,ýýýýýýýýýýýý,YOASOBI,1,2023,4,12,356,16,143573775.0,35,102,8,1,117.0,166,C#,Major,57.0,84.0,94.0,11.0,0.0,37.0,9.0
4532,Reminder,The Weeknd,1,2016,11,25,6518,17,684675814.0,45,85,238,1,47.0,160,G#,Major,71.0,40.0,50.0,16.0,0.0,16.0,22.0
3027,Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873.0,328,70,1378,9,20.0,160,G,Major,69.5,85.5,75.0,6.0,0.0,27.0,9.5
3404,Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350.0,54,70,1089,2,1.0,92,D,Major,70.0,81.0,63.0,4.0,0.0,18.118101545253865,4.0
2950,SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468.0,148,80,226,24,0.0,170,Unknown,Major,56.0,53.0,64.0,11.0,0.0,45.0,6.0
2921,Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,6808,7,0.0,96,C#,Minor,83.0,93.0,65.0,58.0,0.0,9.0,8.0
2942,Night Changes,One Direction,1,2014,11,17,7124,18,1131090940.0,60,20,2,0,0.0,120,G#,Major,56.0,46.0,59.666666666666664,49.333333333333336,0.0,11.333333333333334,4.666666666666667
2463,Creep,Radiohead,1,1992,9,21,36724,7,1271293243.0,146,72,6807,5,80.0,92,G,Major,53.0,12.0,34.0,1.0,0.0,12.0,4.0
4626,Car's Outside,James Arthur,1,2019,10,18,794,10,265882712.0,38,25,61,0,263.0,150,A,Major,34.0,51.439293598233995,56.0,4.0,0.0,11.0,3.0
3293,Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534.0,61,96,790,2,116.0,94,F,Major,37.0,17.0,47.0,2.0,46.0,11.0,3.0
3009,Cheques,Shubh,1,2023,5,19,67,8,47956378.0,7,10,0,0,57.0,90,E,Minor,74.0,36.0,63.0,26.0,0.0,27.0,5.0
2734,Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070.0,112,68,266,1,39.0,160,A,Major,54.0,54.0,55.0,67.0,0.0,42.0,11.0
3220,Circles,Post Malone,1,2019,8,30,19664,16,2132335812.0,391,73,633,3,37.0,120,Unknown,Major,70.0,59.0,75.0,24.0,0.0,9.0,4.0
4647,Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668.0,82,0,2946,0,0.0,109,F,Major,63.0,51.439293598233995,85.0,1.0,0.0,9.0,5.0
3422,Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446.0,187,99,4623,1,0.0,129,E,Minor,57.0,41.0,66.0,63.0,0.0,12.0,5.0
2799,Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268.0,27,129,21,7,111.0,157,G,Major,54.0,75.0,60.0,30.0,0.0,7.0,5.0
3111,You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515.0,47,90,1,0,7.0,130,F#,Major,63.0,49.0,64.24366041896361,5.0,0.0,9.0,3.0
4675,Titi Me Preguntï¿,Bad Bunny,1,2022,5,6,9037,42,1264310836.0,124,133,139,14,166.0,107,F,Minor,65.0,19.0,72.0,10.0,0.0,13.0,25.0
4003,Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206.0,3,33,3,0,1.0,146,B,Minor,50.0,67.0,89.0,0.0,0.0,19.0,8.0
4994,Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812.0,1,50,19,0,19.0,139,A,Minor,48.0,37.0,41.0,32.0,0.0,10.0,10.0
2144,Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,4,3,19,0,0.0,95,F#,Minor,82.0,61.5,73.0,7.0,0.0,22.559050772626932,7.0
2765,POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735.0,20,46,21,8,99.0,170,G#,Minor,62.0,55.0,80.0,26.994487320837926,0.0,37.0,7.0
4950,Ditto,NewJeans,1,2022,12,19,1154,22,397582059.0,28,125,11,1,51.0,134,F#,Minor,81.0,51.439293598233995,64.0,3.0,0.0,10.0,11.0
2596,Take On Me,a-ha,1,1984,10,19,44927,17,1479115056.0,34,0,5108,6,0.0,84,F#,Minor,57.0,86.0,90.0,2.0,0.0,9.0,5.0
4191,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632.0,13,46,20,1,10.0,146,B,Minor,61.0,51.439293598233995,48.0,21.0,0.0,12.0,6.0
4893,"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727.0,22,18,15,1,0.0,74,A#,Minor,53.0,24.0,67.0,11.0,0.0,10.0,28.0
3996,Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076.0,37,50,79,11,31.0,144,B,Major,75.0,35.0,48.0,84.0,0.0,10.0,12.0
3436,AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958.0,12,117,9,5,3.0,136,B,Minor,77.0,79.0,73.0,15.0,0.0,27.0,10.0
2709,S-Class,Stray Kids,1,2023,6,2,290,19,65496046.0,9,101,5,0,73.0,105,F,Minor,89.0,67.0,78.0,9.0,0.0,7.0,33.0
3159,Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963.0,15,15,6,0,0.0,106,F,Major,67.0,51.439293598233995,78.0,15.0,0.0,18.118101545253865,4.0
2164,Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990.0,15,92,21,2,26.0,132,D,Major,85.0,53.0,68.0,40.0,1.6225165562913908,9.0,4.0
4258,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975.0,18,41,5,0,19.0,120,A,Major,80.0,26.0,46.0,18.497243660418963,0.0,11.5,10.0
3812,Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496.0,44,34,25,1,171.0,155,C#,Major,82.0,51.0,39.0,2.0,0.0,18.118101545253865,49.0
2691,Abcdario,"Junior H, Eden Muï¿½ï",2,2023,5,13,262,5,89933133.0,8,60,4,1,109.0,129,G#,Major,71.0,42.0,54.5,48.0,2.0,15.0,3.5
2423,Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",2,2023,6,2,185,3,43522589.0,5,6,4,1,33.0,98,A#,Minor,73.0,45.0,62.0,28.0,0.0,13.0,13.0
4343,FLOWER,JISOO,1,2023,3,31,839,18,232896922.0,20,110,20,0,69.0,124,A,Minor,82.0,53.0,53.5,2.5,0.0,38.5,4.0
2258,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2028,6,2,259,0,37126685.0,5,17,5,0,0.0,135,A,Minor,73.5,62.5,58.5,32.5,0.0,16.0,12.550772626931568
2964,Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623.0,116,69,107,3,675.0,107,D,Major,77.5,45.219646799117,47.5,15.5,0.5,12.0,12.5
3304,Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353.0,116,84,114,18,348.0,96,D,Major,54.0,25.0,74.0,14.0,0.0,9.0,11.0
2650,La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192.0,47,77,53,10,8.0,123,G#,Major,71.0,58.0,70.0,30.0,0.0,32.0,19.0
4092,Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772.0,23,21,31,0,0.0,90,G#,Major,62.0,7.0,62.0,6.0,0.0,58.0,6.0
3805,Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314.0,41,69,38,0,36.0,117,F,Minor,72.0,45.0,59.0,14.0,1.6225165562913908,20.0,21.0
3633,Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613.0,8,78,4,1,1.0,133,A,Minor,78.0,90.0,84.0,31.0,0.0,7.0,4.0
4253,CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710.0,29,65,34,5,3.0,96,G#,Minor,74.0,61.0,83.0,11.0,0.0,35.0,6.0
3425,Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651.0,10,72,8,3,14.0,149,G#,Major,66.0,85.0,60.0,40.0,0.0,14.0,13.0
3402,Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538.0,1,0,9,0,0.0,110,F#,Minor,66.94701986754967,32.0,64.24366041896361,81.0,0.0,11.0,3.0
4571,Players,Coi Leray,1,2022,11,30,4096,6,335074782.0,118,48,143,0,240.0,105,F#,Major,95.0,51.439293598233995,52.0,3.0,0.0,5.0,16.0
2588,Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396.0,8,96,5,0,56.0,105,C#,Major,80.0,69.0,78.0,28.0,0.0,11.0,14.0
2145,Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667.0,23,82,6,0,113.0,134,B,Major,66.94701986754967,61.0,58.0,6.0,0.0,16.0,3.0
3319,Normal,Feid,1,2022,7,8,2461,36,459276435.0,47,66,45,5,6.0,170,E,Minor,70.0,64.5,72.5,4.0,0.0,38.0,7.5
4422,Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245.0,1,20,5,0,1.0,81,F#,Major,70.31567328918322,41.0,64.33333333333333,28.333333333333332,0.3333333333333333,15.666666666666666,12.666666666666666
2374,Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666.0,7,29,51,1,29.0,154,F#,Major,68.0,81.5,74.5,43.5,0.0,54.55905077262693,3.5
2071,Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917.0,155,72,131,16,29.0,169,C#,Major,66.94701986754967,69.0,51.0,63.0,1.6225165562913908,38.0,4.0
4105,CUFF IT,Beyoncï¿,1,2022,7,29,7842,10,595900742.0,215,88,330,26,23.0,115,G,Major,78.0,64.0,69.0,4.0,0.0,7.0,14.0
3642,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,215,6,51985779.0,6,14,8,2,4.0,84,A,Minor,43.0,14.0,74.0,1.0,0.0,19.0,8.0
4695,69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987.0,39,14,48,2,3.0,93,G#,Major,79.0,58.0,62.0,11.0,0.0,11.0,23.0
3935,Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.0,58,70,43,0,182.0,142,A#,Minor,82.0,54.0,44.0,6.0,0.0,33.0,7.0
2703,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",2,2023,5,19,896,0,57089066.0,34,2,33,0,1.0,126,C#,Major,78.0,20.0,70.0,1.0,0.0,16.0,4.0
3603,Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797.0,51,43,38,10,1.0,97,A#,Major,73.0,10.0,44.0,26.994487320837926,0.0,16.0,8.0
4254,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689.0,3,10,3,0,0.0,101,F,Major,92.0,59.0,51.0,41.0,51.0,18.118101545253865,8.0
2556,Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053.0,34,65,43,6,2.0,98,G,Minor,66.94701986754967,23.0,48.0,14.0,0.0,18.118101545253865,5.0
4517,Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328.0,8,57,76,2,49.0,154,F#,Major,59.0,63.0,89.0,18.0,0.0,80.0,9.0
4799,Cupido,Tini,1,2023,2,14,1240,24,217672943.0,51,29,63,4,54.0,120,A,Major,65.5,43.0,53.0,28.5,0.0,21.5,12.5
3567,Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829.0,72,27,47,0,0.0,150,B,Major,49.0,4.0,55.0,7.0,0.0,6.0,3.0
3765,Unstoppable,Sia,1,2016,1,21,7681,13,939844851.0,119,66,1145,2,0.0,174,A,Major,47.0,27.0,78.0,11.0,1.6225165562913908,10.0,8.0
4286,Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358.0,69,100,154,20,438.0,202,A#,Major,63.5,43.5,56.0,34.5,0.0,15.0,12.0
3559,Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020.0,84,84,42,0,23.0,153,B,Minor,56.0,42.0,52.0,5.0,0.0,36.0,24.0
3444,Easy On Me,Adele,1,2021,10,14,10195,20,1406111294.0,258,87,657,22,9.0,142,F,Major,69.5,41.5,36.5,29.0,0.8112582781456954,9.5,7.0
4066,Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339.0,7,2,30,1,11.0,108,A,Minor,84.0,55.0,47.0,26.0,0.0,20.0,64.0
4557,Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,24975653.0,3,3,6,0,0.0,143,B,Major,83.0,25.0,69.0,4.0,0.0,23.0,12.0
4227,Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,2023,2,14,845,2,145458418.0,12,57,47,1,33.0,108,D,Major,67.0,55.0,67.0,60.0,0.0,80.0,5.0
4210,The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568.0,81,53,3271,1,17.0,104,F,Minor,95.0,78.0,66.0,3.0,0.0,4.0,6.0
3881,MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117.0,41,22,56,4,84.0,93,F#,Minor,71.0,90.0,81.0,31.0,2.0,13.0,3.0
2755,The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686.0,3,79,21,1,54.0,105,F#,Minor,65.0,46.0,53.0,16.0,0.0,9.0,5.0
3896,Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741.0,109,42,158,3,31.0,170,G#,Major,44.0,27.0,32.0,89.0,1.6225165562913908,14.0,5.0
4299,Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624.0,9,13,11,0,1.0,178,C#,Minor,62.0,56.0,64.24366041896361,18.0,0.0,12.0,5.0
4378,Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489.0,37,3,27,0,50.0,176,F#,Minor,50.0,44.0,76.0,10.0,0.0,32.0,5.0
4746,UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115.0,14,110,9,0,49.0,104,E,Minor,80.0,38.0,88.0,11.0,0.0,11.0,5.0
4467,Haegeum,Agust D,1,2023,4,21,244,12,118810253.0,6,84,10,2,9.0,85,G,Major,70.0,83.0,84.0,31.0,0.0,47.0,30.0
3262,Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,2023,4,30,385,4,77233241.0,17,7,41,1,29.0,117,F#,Minor,50.5,72.5,59.0,58.0,0.0,19.0,7.550772626931567
2328,MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,1020,35,206399629.0,15,26,30,6,0.0,80,Unknown,Major,57.5,66.5,65.6218302094818,62.0,0.8112582781456954,10.5,21.5
4688,Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907.0,46,5,51,0,20.0,98,F,Major,64.0,63.0,55.5,29.5,0.0,26.0,6.5
4753,X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541.0,45,80,53,8,4.0,178,C#,Minor,79.0,58.0,78.0,34.0,0.0,11.0,25.0
4668,ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992.0,67,55,48,0,6.0,148,A,Major,51.0,27.0,33.0,48.0,0.0,22.0,3.0
2219,Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964.0,15,93,30,0,320.0,120,D,Major,77.0,94.0,66.0,65.0,0.0,38.0,3.0
4837,I AM,IVE,1,2023,4,10,366,15,123132751.0,16,102,7,0,55.0,122,E,Minor,68.0,38.0,88.0,1.0,1.6225165562913908,18.118101545253865,5.0
2319,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1997,1,1,472,2,103762518.0,0,0,6,0,0.0,144,F,Major,74.0,75.0,73.0,42.0,1.6225165562913908,9.0,4.0
3608,Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075.0,8,14,12,2,33.0,96,D,Major,93.0,47.0,47.0,33.0,0.0,10.0,36.0
2149,Super,SEVENTEEN,1,2023,4,24,271,12,91221625.0,16,103,9,0,55.0,137,G#,Major,77.0,35.0,88.0,16.0,0.0,17.0,9.0
3026,Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915.0,21,4,13,0,4.0,121,F#,Minor,71.33333333333333,57.666666666666664,64.33333333333333,17.33149577361264,0.0,12.706033848417954,20.033848417954378
2056,Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,96180277.0,36,65,28,0,0.0,119,A,Minor,60.0,10.0,64.24366041896361,1.0,0.0,50.0,3.0
2146,All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6,185240616.0,26,6,19,0,5.0,96,D,Major,72.0,40.0,47.0,71.0,0.0,13.0,4.0
4821,PROVENZA,Karol G,1,2022,4,21,6587,34,885093467.0,114,104,147,11,20.0,111,C#,Major,87.0,53.0,52.0,66.0,1.0,11.0,5.0
2785,Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2025,4,14,1444,4,104992946.0,0,0,0,0,0.0,148,A,Major,80.5,76.0,54.0,30.0,0.0,8.5,32.0
2446,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338.0,4,64,4,2,37.0,182,A,Major,57.0,51.439293598233995,59.0,8.0,0.0,6.0,10.101545253863135
3231,Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087.0,234,71,543,18,0.0,141,D,Major,79.0,82.0,64.24366041896361,28.0,0.0,4.0,9.0
2848,Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978.0,8,84,5,1,4.0,145,E,Minor,76.0,80.0,81.0,19.0,0.0,6.0,9.0
4232,Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644.0,16,90,10,0,64.0,110,B,Minor,76.0,26.0,70.0,1.0,0.0,41.0,6.0
2129,Komang,Raim Laode,1,2022,8,16,158,4,137123880.0,5,6,1,1,18.0,134,G,Major,70.0,35.0,41.0,41.0,0.0,10.0,3.0
4057,DESPECHï¿,ROSALï¿½,1,2022,7,28,7613,33,782369383.0,180,90,422,15,55.0,130,G,Major,92.0,78.0,62.0,18.0,0.0,6.0,10.0
2082,Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952.0,142,23,127,3,16.0,145,A#,Major,84.0,88.0,53.0,35.0,1.6225165562913908,8.0,7.0
3681,Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255.0,0,0,21,0,0.0,130,B,Minor,69.0,51.439293598233995,90.0,1.0,10.0,15.0,4.0
4262,No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295.0,17,80,22,9,38.0,173,Unknown,Major,66.94701986754967,69.0,53.0,12.0,1.6225165562913908,23.0,3.0
3306,Punto G,Quevedo,1,2022,11,4,1985,35,381161027.0,34,26,37,5,1.0,92,B,Minor,72.0,45.0,66.5,19.497243660418963,0.0,14.059050772626932,12.550772626931568
2876,Lovers Rock,TV Girl,1,2014,6,5,6339,13,466231982.0,3,1,36,1,37.0,105,F,Minor,56.0,57.0,87.0,0.0,1.0,10.0,4.0
4673,METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552.0,18,78,24,0,30.0,175,G,Minor,59.0,15.0,64.0,43.0,90.0,12.0,10.0
4989,En Paris,"El Chachito, Junior H",2,2022,12,24,406,5,198275403.0,3,31,2,1,0.0,139,D#,Minor,72.5,65.0,61.0,19.5,0.0,11.5,7.550772626931567
3560,Set Me Free Pt.2,Jimin,1,2023,3,17,340,13,168448603.0,4,71,16,1,9.0,132,Unknown,Minor,61.5,55.0,81.5,24.0,0.0,11.5,6.0
2641,I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769.0,30,70,142,0,27.0,114,A#,Major,32.0,17.0,74.0,26.994487320837926,0.0,17.0,3.0
4861,Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,105,0,34502215.0,5,9,5,0,0.0,145,B,Minor,54.0,19.0,48.0,36.0,0.0,37.0,5.0
4951,Shut Down,BLACKPINK,1,2022,9,16,1524,17,482175240.0,53,120,62,0,2.0,110,Unknown,Major,82.0,67.0,64.24366041896361,0.0,0.0,18.0,4.0
2121,Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600.0,21,55,32,3,0.0,94,G#,Major,89.0,61.0,66.0,17.0,0.0,36.0,16.0
2105,Call Out My Name,The Weeknd,1,2018,3,29,11087,6,1449799467.0,151,107,801,1,105.0,134,C#,Major,45.0,17.0,60.0,21.0,0.0,33.0,4.0
4086,Like Crazy (English Version),Jimin,1,2023,3,24,373,19,173627354.0,4,72,5,0,5.0,120,G,Major,74.5,41.5,72.5,18.0,0.0,28.559050772626932,6.0
3551,Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,2,2,200,4,90025258.0,8,77,2,1,1.0,123,G,Minor,82.5,61.0,52.5,29.5,0.8112582781456954,10.5,16.0
2067,Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649.0,156,35,110,19,0.0,131,A#,Major,66.94701986754967,84.0,71.0,35.0,0.0,15.0,4.0
2982,Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32502,21,1829992958.0,247,54,5567,1,51.0,171,D,Major,70.0,6.0,64.24366041896361,1.0,0.0,36.0,26.0
3475,Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831.0,18,51,1005,0,0.0,130,E,Minor,80.0,64.0,76.0,2.0,0.0,20.0,6.0
3162,Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208,34,146409671.0,10,41,20,0,1.0,94,B,Major,82.0,53.0,67.0,34.0,0.0,9.0,8.0
4997,People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,209,4,95816024.0,4,45,11,2,24.0,89,G,Minor,73.0,44.0,57.0,39.0,0.0,32.0,6.0
4859,REMIX EXCLUSIVO,Feid,1,2023,3,17,1235,9,117206995.0,20,8,15,0,6.0,87,F,Minor,57.0,42.0,65.0,2.0,0.0,12.0,12.0
2984,"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,3,100409613.0,11,3,18,1,1.0,124,B,Minor,72.0,79.0,78.0,55.0,0.0,18.118101545253865,30.0
4234,DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,80758350.0,23,0,18,0,33.0,78,G#,Major,71.0,80.0,65.0,51.0,0.0,22.0,32.0
2803,10:35:00,"Tiï¿½ï¿½sto, Tate M",2,2022,11,1,4942,26,325592432.0,190,104,147,18,63.0,120,G#,Major,70.0,70.0,79.0,7.0,0.0,18.0,10.0
4021,SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,709,0,58473276.0,8,1,13,0,0.0,96,F#,Minor,48.0,50.0,80.0,40.0,0.0,37.0,20.0
